,iupac,smiles,expt,calc,xyz
162,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",c1cc(c(cc1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl,-3.04,-1.083,"22

C         -1.31749        0.02154        0.07632
C         -0.65949        1.26015        0.08001
C          0.72298        1.31743       -0.02213
C          1.43800        0.12864       -0.03457
C          0.76072       -1.10797       -0.00100
C         -0.65471       -1.20984       -0.03476
C         -1.36587       -2.54626       -0.19198
C         -0.61829       -3.73676       -0.00862
C         -1.15432       -5.02473       -0.16074
C         -2.49618       -5.19661       -0.48455
C         -3.28957       -4.06087       -0.68058
C         -2.73369       -2.75245       -0.56436
Cl        -3.80761       -1.44223       -0.99219
Cl        -4.98197       -4.27289       -1.08021
Cl        -3.15677       -6.79446       -0.65219
Cl        -0.07490       -6.35929        0.06978
Cl         3.16490        0.09504       -0.13612
Cl         1.46064        2.87054       -0.13571
H         -2.39344        0.09803        0.16673
H         -1.25120        2.16873        0.14532
H          1.39586       -1.98679        0.03578
H          0.43619       -3.70180        0.25700
"
163,quinone,C1=CC(=O)C=CC1=O,-6.5,-6.96,"12

C         -0.42909        1.35356       -0.05864
C          0.88735        1.11989       -0.05032
C          1.40849       -0.25008        0.11845
O          2.58820       -0.45885        0.37211
C          0.44905       -1.35802       -0.05111
C         -0.86766       -1.12612       -0.05821
C         -1.39313        0.24543        0.09434
O         -2.57874        0.45509        0.31599
H         -0.84069        2.35009       -0.15939
H          1.62054        1.91093       -0.14519
H          0.86596       -2.35264       -0.14695
H         -1.59582       -1.92137       -0.15800
"
164,methyl 2-chloroacetate,COC(=O)CCl,-4.0,-3.816,"11

C          1.02327       -0.03947        0.08728
O          2.45747       -0.03637        0.09268
C          3.00156        0.58995        1.18209
O          2.33335        1.10183        2.07244
C          4.51435        0.54842        1.10984
Cl         5.23575        1.36054        2.52244
H          0.67893       -0.55706       -0.81300
H          0.63542        0.98449        0.06274
H          0.63542       -0.57590        0.95984
H          4.86855        1.07199        0.21841
H          4.86855       -0.48539        1.11377
"
165,butanal,CCCC=O,-3.18,-3.044,"13

C          1.09134        0.02010        0.03420
C          2.61059        0.00318        0.04070
C          3.13441       -1.33266        0.55400
C          4.63905       -1.36618        0.56688
O          5.27667       -2.34624        0.94348
H          0.72021        0.98072       -0.33492
H          0.69637       -0.13399        1.04360
H          0.69637       -0.77027       -0.61228
H          2.98373        0.82089        0.66917
H          2.98374        0.18964       -0.97362
H          2.78254       -2.14675       -0.08841
H          2.78254       -1.50709        1.57626
H          5.16013       -0.45891        0.21826
"
166,ethylbenzene,CCc1ccccc1,-0.79,-0.606,"18

C          1.00234        0.10939       -0.07001
C          2.52862        0.06346       -0.08165
C          3.00317       -1.22150       -0.71327
C          3.60257       -1.21865       -1.98026
C          3.80677       -2.42399       -2.65529
C          3.49420       -3.63339       -2.04200
C          3.01269       -3.64852       -0.73357
C          2.75055       -2.44467       -0.08180
H          0.64523        1.04352        0.37178
H          0.58000       -0.71784        0.51187
H          0.59935        0.03307       -1.08665
H          2.91888        0.13949        0.93963
H          2.91073        0.92978       -0.63431
H          3.87540       -0.28494       -2.46247
H          4.19140       -2.41439       -3.67290
H          3.62237       -4.56865       -2.58064
H          2.81148       -4.58995       -0.23437
H          2.30542       -2.46590        0.91159
"
167,"1,1,2-trichloroethylene",C(=C(Cl)Cl)Cl,-0.44,0.818,"6

C          0.98396        0.07457       -0.06109
C          0.30983       -0.33663       -1.13836
Cl         1.07594       -0.88817       -2.58328
Cl        -1.42051       -0.32836       -1.11670
Cl         2.69118        0.13253        0.09076
H          0.50041        0.41995        0.84374
"
168,"N,N-diethylethanamine",CCN(CC)CC,-3.22,-1.955,"22

C          1.00606       -0.12287        0.29948
C          2.49679        0.09156        0.06121
N          2.92147        0.27599       -1.34643
C          2.44005        1.53158       -1.95682
C          0.94269        1.64532       -2.21118
C          4.40863        0.23073       -1.38191
C          5.02374        0.27883       -2.78099
H          0.83701       -0.52652        1.30278
H          0.57578       -0.82155       -0.42335
H          0.45009        0.81566        0.27214
H          2.98298       -0.81747        0.44647
H          2.84860        0.92087        0.68525
H          2.86671        1.61295       -2.96307
H          2.79347        2.40001       -1.39236
H          0.52944        0.71628       -2.61259
H          0.75327        2.43955       -2.94035
H          0.39209        1.93667       -1.31547
H          4.75087       -0.70768       -0.92474
H          4.83050        1.04756       -0.78102
H          4.64527       -0.53637       -3.40521
H          6.11244        0.18157       -2.71618
H          4.83207        1.22780       -3.28988
"
169,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-4.15,-2.31,"22

C          3.57220        0.73088        0.00080
C          2.35468        1.40547       -0.00008
C          1.16373        0.68232       -0.00057
C          1.16994       -0.70966       -0.00126
C          2.38801       -1.39170       -0.00118
C          3.58378       -0.66538        0.00080
Cl         5.09549       -1.48869        0.00456
O          0.00080       -1.43246       -0.00146
C         -1.17510       -0.70564       -0.00056
C         -1.16452        0.69125       -0.00012
C         -2.36213        1.42066        0.00027
C         -3.59254        0.74862        0.00015
C         -3.61472       -0.65953       -0.00003
C         -2.40391       -1.38488       -0.00029
Cl        -2.40398       -3.12210       -0.00023
Cl        -5.14013       -1.50152       -0.00001
Cl        -5.07631        1.65992        0.00013
Cl        -2.27870        3.15783        0.00081
O          0.00724        1.40562       -0.00017
H          4.50074        1.29613        0.00175
H          2.33004        2.49266        0.00006
H          2.41131       -2.47841       -0.00226
"
170,"3,4-dimethylpyridine",Cc1ccncc1C,-5.22,-3.201,"17

C          1.03385       -0.03830        0.05801
C          2.53561       -0.05279        0.03225
C          3.24666        1.15218        0.03808
C          4.62599        1.10960       -0.09933
N          5.34049       -0.02979       -0.14844
C          4.64018       -1.18604       -0.08958
C          3.24910       -1.25780       -0.04034
C          2.55280       -2.58437       -0.09912
H          0.63937        0.98018        0.12321
H          0.65874       -0.59969        0.91935
H          0.64502       -0.48489       -0.86339
H          2.74318        2.10714        0.12640
H          5.20487        2.02544       -0.18414
H          5.25322       -2.08190       -0.08995
H          3.26271       -3.41536       -0.15106
H          1.92360       -2.63270       -0.99465
H          1.92865       -2.73004        0.78787
"
171,cyanuric acid,c1(=O)[nH]c(=O)[nH]c(=O)[nH]1,-18.06,-21.762,"12

C         -0.68618        1.20135        0.00057
O         -1.29857        2.26393        0.00256
N          0.67274        1.15273        0.00131
H          1.17820        2.02563        0.00141
C          1.39245       -0.00070       -0.00109
O          2.61896       -0.00147       -0.00562
N          0.67129       -1.15322        0.00131
H          1.17566       -2.02675        0.00141
C         -0.68769       -1.20013        0.00057
O         -1.30142       -2.26194        0.00255
N         -1.32518        0.00101       -0.00231
H         -2.33392        0.00165       -0.00280
"
172,benzaldehyde,c1ccc(cc1)C=O,-4.02,-5.058,"14

C         -1.37600       -0.07207       -0.01457
C         -0.74079        1.16960        0.03957
C          0.65197        1.24411       -0.02184
C          1.40381        0.06597       -0.03472
C          0.77035       -1.17704        0.03871
C         -0.62131       -1.24519       -0.00981
C          2.87065        0.13897       -0.17704
O          3.57597       -0.86701       -0.19331
H         -2.46138       -0.12693       -0.05599
H         -1.33409        2.07790        0.11223
H          1.13266        2.21754       -0.06466
H          1.35786       -2.08990        0.10870
H         -1.11557       -2.21271       -0.04812
H          3.30761        1.14280       -0.29716
"
173,2-chloropyridine,c1ccnc(c1)Cl,-4.39,-3.873,"11

C         -0.62537       -1.25066       -0.01270
C         -1.37365       -0.07976       -0.01407
C         -0.70177        1.13335        0.04370
N          0.64437        1.24437        0.03915
C          1.33783        0.09005        0.01720
C          0.76391       -1.17191        0.02883
Cl         3.04007        0.27534       -0.08404
H         -1.11775       -2.21933       -0.04782
H         -2.45804       -0.10724       -0.05176
H         -1.24422        2.07181        0.09678
H          1.37483       -2.06447        0.05470
"
174,3-chloroprop-1-ene,C=CCCl,-0.57,0.944,"9

C          1.04758       -0.05060        0.07733
C          2.38807       -0.06689        0.04829
C          3.16414       -0.69249       -1.06715
Cl         4.91086       -0.53442       -0.78532
H          0.51211        0.41136        0.90100
H          0.45799       -0.49664       -0.71796
H          2.93421        0.39341        0.86899
H          2.93935       -0.20175       -2.01847
H          2.93935       -1.76013       -1.14445
"
175,1-(p-tolyl)ethanone,Cc1ccc(cc1)C(=O)C,-4.7,-4.91,"20

C          0.94004       -0.05107        0.03959
C          2.43834       -0.02584        0.02757
C          3.14574        1.17985        0.02297
C          4.52900        1.18217       -0.17997
C          5.23562       -0.02494       -0.27082
C          4.53865       -1.22595       -0.10882
C          3.14656       -1.22779       -0.02167
C          6.69545        0.02055       -0.58455
O          7.24221        1.11242       -0.77379
C          7.49482       -1.25172       -0.71131
H          0.52314        0.95876        0.09686
H          0.57317       -0.62599        0.89464
H          0.57376       -0.51079       -0.88558
H          2.62436        2.12650        0.14591
H          5.04824        2.13431       -0.28251
H          5.03242       -2.18812       -0.06826
H          2.61921       -2.17941       -0.00681
H          6.92249       -2.15925       -0.53726
H          8.30583       -1.23160        0.02063
H          7.90180       -1.31760       -1.72419
"
